MPI,,
,100000000,1000000000
1,2.91944599,29.10087800
2,1.49150705,14.55674505
4,0.74770999,7.28291702
8,0.38557410,3.75730181
16,0.19495106,1.85686088
,,
C++11,,
1,2.949981,29.479714
2,1.49745,14.932411
4,0.741985,7.490352
8,0.371653,3.691998
16,0.373734,3.692511
,,
OpenMP,,
1,2.911272,29.098399
2,1.474301,14.771165
4,0.741049,7.374738
8,0.366941,3.644284
16,0.401691,3.861196
